site,lake,species,length_mm,mass_g
100,Toolik,slimy sculpin,77,4.25
100,Toolik,slimy sculpin,37.5,0.6
100,Toolik,slimy sculpin,46,0.95
100,Toolik,slimy sculpin,47,0.75
100,Toolik,slimy sculpin,57,1.65
100,Toolik,slimy sculpin,67,2.95
100,Toolik,slimy sculpin,77,3.6
100,Toolik,slimy sculpin,34.5,0.35
100,Toolik,slimy sculpin,47,0.95
100,Toolik,slimy sculpin,56,1.6
100,Toolik,slimy sculpin,56.5,1.8
100,Toolik,slimy sculpin,59.5,1.9
100,Toolik,slimy sculpin,60,1.8
100,Toolik,slimy sculpin,61,2.2
100,Toolik,slimy sculpin,70.5,3.15
100,Toolik,slimy sculpin,39,0.5
100,Toolik,slimy sculpin,46,1.1
100,Toolik,slimy sculpin,57,1.65
100,Toolik,slimy sculpin,62,2.25
100,Toolik,slimy sculpin,59.5,1.7
100,Toolik,slimy sculpin,39,0.4
100,Toolik,slimy sculpin,54,0.75
100,Toolik,slimy sculpin,54,1
100,Toolik,slimy sculpin,52,1.1
100,Toolik,slimy sculpin,63,1.85
100,Toolik,slimy sculpin,59,1.78
100,Toolik,slimy sculpin,64,2.1
145,E 05,slimy sculpin,NA,0.9
145,E 05,slimy sculpin,NA,0.8
145,E 05,slimy sculpin,NA,0.18
145,E 05,slimy sculpin,NA,0.17
145,E 05,slimy sculpin,NA,0.18
145,E 05,slimy sculpin,NA,0.14
145,E 05,slimy sculpin,NA,0.11
145,E 05,slimy sculpin,NA,2
145,E 05,slimy sculpin,NA,2.4717
145,E 05,slimy sculpin,NA,1.2734
145,E 05,slimy sculpin,NA,1.5511
145,E 05,slimy sculpin,NA,1.698
145,E 05,slimy sculpin,NA,1.6945
145,E 05,slimy sculpin,NA,0.1504
145,E 05,slimy sculpin,NA,0.1881
145,E 05,slimy sculpin,NA,0.1595
145,E 05,slimy sculpin,NA,0.1011
145,E 05,slimy sculpin,NA,0.1941
145,E 05,slimy sculpin,NA,1.0584
145,E 05,slimy sculpin,NA,0.8854
145,E 05,slimy sculpin,NA,1.3657
145,E 05,slimy sculpin,NA,0.5343
145,E 05,slimy sculpin,NA,0.1347
145,E 05,slimy sculpin,NA,0.6097
145,E 05,slimy sculpin,NA,0.5914
145,E 05,slimy sculpin,NA,0.1604
145,E 05,slimy sculpin,NA,1.2048
145,E 05,slimy sculpin,NA,0.1313
145,E 05,slimy sculpin,NA,0.498
145,E 05,slimy sculpin,NA,0.1606
145,E 05,slimy sculpin,NA,0.1749
145,E 05,slimy sculpin,NA,0.5897
145,E 05,slimy sculpin,NA,0.5671
145,E 05,slimy sculpin,NA,0.9449
145,E 05,slimy sculpin,NA,0.4364
145,E 05,slimy sculpin,NA,0.4754
145,E 05,slimy sculpin,NA,1.0376
145,E 05,slimy sculpin,NA,0.5891
145,E 05,slimy sculpin,NA,0.6988
145,E 05,slimy sculpin,NA,1.4974
145,E 05,slimy sculpin,NA,0.8044
145,E 05,slimy sculpin,NA,1.5761
141,E 01,slimy sculpin,NA,4.92
141,E 01,slimy sculpin,NA,1.8
141,E 01,slimy sculpin,NA,3.26
141,E 01,slimy sculpin,NA,0.82
141,E 01,slimy sculpin,NA,1.63
141,E 01,slimy sculpin,NA,0.94
141,E 01,slimy sculpin,NA,1.79
141,E 01,slimy sculpin,NA,1.4
141,E 01,slimy sculpin,NA,3.43
141,E 01,slimy sculpin,NA,0.71
141,E 01,slimy sculpin,NA,1.91
141,E 01,slimy sculpin,NA,4.64
141,E 01,slimy sculpin,NA,1.34
141,E 01,slimy sculpin,NA,4.49
141,E 01,slimy sculpin,NA,2.47
141,E 01,slimy sculpin,NA,2.78
NA,Toolik,slimy sculpin,NA,0.26
NA,Toolik,slimy sculpin,NA,1.52
NA,Toolik,slimy sculpin,NA,1.54
NA,Toolik,slimy sculpin,NA,1.39
NA,Toolik,slimy sculpin,NA,1.69
NA,Toolik,slimy sculpin,NA,3.11
NA,Toolik,slimy sculpin,NA,1.66
NA,Toolik,slimy sculpin,NA,1.23
NA,Toolik,slimy sculpin,NA,2.27
NA,Toolik,slimy sculpin,NA,1.18
NA,Toolik,slimy sculpin,NA,0.77
141,E 01,slimy sculpin,NA,1.62
141,E 01,slimy sculpin,NA,10.5
141,E 01,slimy sculpin,NA,14.37
141,E 01,slimy sculpin,NA,4.31
141,E 01,slimy sculpin,NA,4.18
141,E 01,slimy sculpin,NA,2.59
141,E 01,slimy sculpin,NA,2.91
141,E 01,slimy sculpin,NA,5.52
141,E 01,slimy sculpin,NA,3.15
141,E 01,slimy sculpin,NA,1.4
141,E 01,slimy sculpin,NA,2.37
141,E 01,slimy sculpin,NA,1.34
141,E 01,slimy sculpin,NA,1.47
141,E 01,slimy sculpin,NA,2.23
141,E 01,slimy sculpin,NA,0.98
141,E 01,slimy sculpin,NA,1.86
141,E 01,slimy sculpin,NA,1.23
141,E 01,slimy sculpin,NA,2.09
141,E 01,slimy sculpin,NA,1.31
141,E 01,slimy sculpin,NA,0.89
141,E 01,slimy sculpin,NA,0.88
141,E 01,slimy sculpin,NA,1.12
141,E 01,slimy sculpin,NA,1.59
NA,Toolik,slimy sculpin,NA,0.63
NA,Toolik,slimy sculpin,NA,1.51
NA,Toolik,slimy sculpin,NA,0.12
NA,Toolik,slimy sculpin,NA,1.61
NA,Toolik,slimy sculpin,NA,0.71
NA,Toolik,slimy sculpin,NA,0.76
NA,Toolik,slimy sculpin,NA,1.05
NA,Toolik,slimy sculpin,NA,0.91
NA,Toolik,slimy sculpin,NA,1.04
141,E 01,slimy sculpin,NA,5.18
141,E 01,slimy sculpin,NA,5.67
141,E 01,slimy sculpin,NA,7.43
141,E 01,slimy sculpin,NA,5.68
141,E 01,slimy sculpin,NA,3.69
141,E 01,slimy sculpin,NA,3.25
141,E 01,slimy sculpin,NA,2.71
141,E 01,slimy sculpin,NA,3.32
141,E 01,slimy sculpin,NA,1.37
141,E 01,slimy sculpin,NA,2.94
141,E 01,slimy sculpin,NA,2.24
141,E 01,slimy sculpin,NA,2.68
141,E 01,slimy sculpin,NA,1.81
141,E 01,slimy sculpin,NA,1.32
141,E 01,slimy sculpin,NA,1.78
141,E 01,slimy sculpin,NA,2.72
141,E 01,slimy sculpin,NA,1.97
141,E 01,slimy sculpin,NA,1.25
141,E 01,slimy sculpin,NA,1.86
141,E 01,slimy sculpin,NA,1.89
141,E 01,slimy sculpin,NA,1.29
141,E 01,slimy sculpin,NA,1.55
141,E 01,slimy sculpin,NA,1.14
141,E 01,slimy sculpin,NA,1.4
141,E 01,slimy sculpin,NA,0.82
141,E 01,slimy sculpin,NA,1.33
141,E 01,slimy sculpin,NA,1.43
141,E 01,slimy sculpin,NA,1.02
141,E 01,slimy sculpin,NA,1.08
141,E 01,slimy sculpin,NA,1.21
NA,Toolik,slimy sculpin,NA,2.29
NA,Toolik,slimy sculpin,NA,0.24
NA,Toolik,slimy sculpin,NA,2.61
NA,Toolik,slimy sculpin,NA,1.24
NA,Toolik,slimy sculpin,NA,1.69
NA,Toolik,slimy sculpin,NA,1.79
NA,Toolik,slimy sculpin,NA,1.56
NA,Toolik,slimy sculpin,NA,1.85
NA,Toolik,slimy sculpin,NA,0.8
NA,Toolik,slimy sculpin,NA,0.95
NA,Toolik,slimy sculpin,NA,0.52
NA,Toolik,slimy sculpin,NA,0.77
NA,Toolik,slimy sculpin,NA,0.55
NA,Toolik,slimy sculpin,NA,0.38
NA,Toolik,slimy sculpin,NA,0.32
NA,Toolik,slimy sculpin,NA,0.14
NA,Toolik,slimy sculpin,NA,0.27
141,E 01,slimy sculpin,NA,1.86
141,E 01,slimy sculpin,NA,5.08
141,E 01,slimy sculpin,NA,2.92
141,E 01,slimy sculpin,NA,4.66
141,E 01,slimy sculpin,NA,5.07
141,E 01,slimy sculpin,NA,3.98
141,E 01,slimy sculpin,NA,4.01
141,E 01,slimy sculpin,NA,3.82
141,E 01,slimy sculpin,NA,3.85
141,E 01,slimy sculpin,NA,1.77
141,E 01,slimy sculpin,NA,2.55
141,E 01,slimy sculpin,NA,0.96
141,E 01,slimy sculpin,NA,1.77
141,E 01,slimy sculpin,NA,2.04
141,E 01,slimy sculpin,NA,1.34
141,E 01,slimy sculpin,NA,1.77
141,E 01,slimy sculpin,NA,1.98
141,E 01,slimy sculpin,NA,1.22
141,E 01,slimy sculpin,NA,0.83
141,E 01,slimy sculpin,NA,1.48
141,E 01,slimy sculpin,NA,1.29
141,E 01,slimy sculpin,NA,2.08
141,E 01,slimy sculpin,NA,2.59
141,E 01,slimy sculpin,NA,1.65
141,E 01,slimy sculpin,NA,2.47
141,E 01,slimy sculpin,NA,1.27
141,E 01,slimy sculpin,NA,1.23
141,E 01,slimy sculpin,NA,1.42
141,E 01,slimy sculpin,NA,1.39
141,E 01,slimy sculpin,NA,1.47
141,E 01,slimy sculpin,NA,1.24
141,E 01,slimy sculpin,NA,0.96
141,E 01,slimy sculpin,NA,1.04
141,E 01,slimy sculpin,NA,1.28
141,E 01,slimy sculpin,NA,1.57
141,E 01,slimy sculpin,NA,0.87
141,E 01,slimy sculpin,NA,0.82
141,E 01,slimy sculpin,NA,0.27
141,E 01,slimy sculpin,NA,0.23
NA,Toolik,slimy sculpin,NA,0.23
NA,Toolik,slimy sculpin,NA,3.5
NA,Toolik,slimy sculpin,NA,2.44
NA,Toolik,slimy sculpin,NA,1.67
NA,Toolik,slimy sculpin,NA,1.07
NA,Toolik,slimy sculpin,NA,1.23
NA,Toolik,slimy sculpin,NA,0.93
NA,Toolik,slimy sculpin,NA,0.8
NA,Toolik,slimy sculpin,NA,0.87
NA,Toolik,slimy sculpin,NA,0.47
NA,Toolik,slimy sculpin,NA,0.55
NA,Toolik,slimy sculpin,NA,0.25
NA,Toolik,slimy sculpin,NA,0.19
NA,Toolik,slimy sculpin,NA,1.48
NA,Toolik,slimy sculpin,NA,0.69
NA,Toolik,slimy sculpin,NA,1.11
NA,Toolik,slimy sculpin,NA,0.84
NA,Toolik,slimy sculpin,NA,0.87
NA,Toolik,slimy sculpin,NA,0.84
NA,Toolik,slimy sculpin,NA,0.88
NA,Toolik,slimy sculpin,NA,0.67
NA,Toolik,slimy sculpin,NA,0.59
NA,Toolik,slimy sculpin,NA,0.59
NA,Toolik,slimy sculpin,NA,0.2
NA,Toolik,slimy sculpin,NA,0.18
NA,Toolik,slimy sculpin,NA,0.13
141,E 01,slimy sculpin,NA,0.34
141,E 01,slimy sculpin,NA,0.73
141,E 01,slimy sculpin,NA,1.8
141,E 01,slimy sculpin,NA,1.32
141,E 01,slimy sculpin,NA,3.08
141,E 01,slimy sculpin,NA,1.03
141,E 01,slimy sculpin,NA,1
141,E 01,slimy sculpin,NA,1.75
141,E 01,slimy sculpin,NA,0.4
141,E 01,slimy sculpin,NA,2.72
141,E 01,slimy sculpin,NA,1.5
141,E 01,slimy sculpin,NA,1.2
141,E 01,slimy sculpin,NA,3.18
141,E 01,slimy sculpin,NA,1.89
141,E 01,slimy sculpin,NA,1.9
141,E 01,slimy sculpin,NA,1.22
141,E 01,slimy sculpin,NA,1.43
141,E 01,slimy sculpin,NA,2.29
141,E 01,slimy sculpin,NA,2.93
141,E 01,slimy sculpin,NA,2.07
141,E 01,slimy sculpin,NA,0.9
141,E 01,slimy sculpin,NA,1.29
141,E 01,slimy sculpin,NA,1.07
141,E 01,slimy sculpin,NA,1.48
141,E 01,slimy sculpin,NA,1.36
141,E 01,slimy sculpin,NA,2.12
141,E 01,slimy sculpin,NA,1.22
141,E 01,slimy sculpin,NA,1.77
141,E 01,slimy sculpin,NA,1.54
141,E 01,slimy sculpin,NA,0.37
141,E 01,slimy sculpin,NA,1.42
141,E 01,slimy sculpin,NA,0.85
141,E 01,slimy sculpin,NA,0.2
141,E 01,slimy sculpin,NA,3.28
141,E 01,slimy sculpin,NA,1.78
141,E 01,slimy sculpin,NA,1.52
141,E 01,slimy sculpin,NA,0.88
141,E 01,slimy sculpin,NA,0.25
141,E 01,slimy sculpin,NA,3.02
141,E 01,slimy sculpin,NA,1
141,E 01,slimy sculpin,NA,0.29
141,E 01,slimy sculpin,NA,1.57
141,E 01,slimy sculpin,NA,5.24
141,E 01,slimy sculpin,NA,1.94
141,E 01,slimy sculpin,NA,0.94
141,E 01,slimy sculpin,NA,1.16
141,E 01,slimy sculpin,NA,0.91
141,E 01,slimy sculpin,NA,0.9
141,E 01,slimy sculpin,NA,1.11
141,E 01,slimy sculpin,NA,1.51
141,E 01,slimy sculpin,NA,1.54
141,E 01,slimy sculpin,NA,1.57
141,E 01,slimy sculpin,NA,1.18
141,E 01,slimy sculpin,NA,2.19
141,E 01,slimy sculpin,NA,4.95
141,E 01,slimy sculpin,NA,1.47
141,E 01,slimy sculpin,NA,1.6
141,E 01,slimy sculpin,NA,2.57
141,E 01,slimy sculpin,NA,1.18
141,E 01,slimy sculpin,NA,1.21
141,E 01,slimy sculpin,NA,0.35
141,E 01,slimy sculpin,NA,1.07
141,E 01,slimy sculpin,NA,1.67
141,E 01,slimy sculpin,NA,1.21
141,E 01,slimy sculpin,NA,1.18
141,E 01,slimy sculpin,NA,0.94
141,E 01,slimy sculpin,NA,0.44
141,E 01,slimy sculpin,NA,1.45
141,E 01,slimy sculpin,NA,1.4
141,E 01,slimy sculpin,NA,2.11
141,E 01,slimy sculpin,NA,2.78
141,E 01,slimy sculpin,NA,2.33
141,E 01,slimy sculpin,NA,0.31
141,E 01,slimy sculpin,NA,1.37
141,E 01,slimy sculpin,NA,1.64
141,E 01,slimy sculpin,NA,1.48
141,E 01,slimy sculpin,NA,1.48
141,E 01,slimy sculpin,NA,1.13
141,E 01,slimy sculpin,NA,3.2
141,E 01,slimy sculpin,NA,1.78
141,E 01,slimy sculpin,NA,1.31
NA,Toolik,slimy sculpin,NA,1.32
NA,Toolik,slimy sculpin,NA,0.26
NA,Toolik,slimy sculpin,NA,0.87
NA,Toolik,slimy sculpin,NA,3.15
NA,Toolik,slimy sculpin,NA,0.64
NA,Toolik,slimy sculpin,NA,1.6
NA,Toolik,slimy sculpin,NA,1.51
NA,Toolik,slimy sculpin,NA,1.56
NA,Toolik,slimy sculpin,NA,1.72
NA,Toolik,slimy sculpin,NA,0.57
NA,Toolik,slimy sculpin,NA,1.52
NA,Toolik,slimy sculpin,NA,1.25
NA,Toolik,slimy sculpin,NA,0.756
NA,Toolik,slimy sculpin,NA,1.723
NA,Toolik,slimy sculpin,NA,1.04
NA,Toolik,slimy sculpin,NA,1.25
145,E 05,slimy sculpin,NA,2.8
145,E 05,slimy sculpin,NA,1
145,E 05,slimy sculpin,NA,2.7
145,E 05,slimy sculpin,NA,0.9
145,E 05,slimy sculpin,NA,1.4
145,E 05,slimy sculpin,NA,1.2
145,E 05,slimy sculpin,NA,1
145,E 05,slimy sculpin,NA,0.8
145,E 05,slimy sculpin,NA,1.2
145,E 05,slimy sculpin,NA,1.3
145,E 05,slimy sculpin,NA,1.1
145,E 05,slimy sculpin,NA,1.9
145,E 05,slimy sculpin,NA,0.5
145,E 05,slimy sculpin,NA,1.1
145,E 05,slimy sculpin,NA,0.1
145,E 05,slimy sculpin,NA,0.2
145,E 05,slimy sculpin,NA,0.2
145,E 05,slimy sculpin,NA,0.2
145,E 05,slimy sculpin,NA,0.3
